,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
330,窃盗,部品ねらい,代々木,初台二丁目交番,131130.0,東京都,渋谷区,初台１丁目,2020-05-21,16,駐車（輪）場,駐車（輪）場,その他
331,窃盗,部品ねらい,代々木,初台二丁目交番,131130.0,東京都,渋谷区,代々木５丁目,2020-03-15,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
332,窃盗,部品ねらい,代々木,代々木公園交番,131130.0,東京都,渋谷区,富ヶ谷１丁目,2020-01-21,08,その他,駐車（輪）場,その他
333,窃盗,部品ねらい,牛込,柳町交番,131041.0,東京都,新宿区,市谷薬王寺町,2020-04-17,14,４階建て以上共同住宅,その他,その他
334,窃盗,部品ねらい,牛込,河田町交番,131041.0,東京都,新宿区,若松町,2020-03-02,23,駐車（輪）場,駐車（輪）場,その他
335,窃盗,部品ねらい,牛込,河田町交番,131041.0,東京都,新宿区,戸山２丁目,2020-08-01,23,４階建て以上共同住宅,駐車（輪）場,その他
336,窃盗,部品ねらい,牛込,八幡前交番,131041.0,東京都,新宿区,市谷仲之町,2020-07-24,22,４階建て以上共同住宅,駐車（輪）場,その他
337,窃盗,部品ねらい,新宿,,,,,,2020-07-15,18,駐車（輪）場,駐車（輪）場,ナンバープレート
338,窃盗,部品ねらい,新宿,新宿駅西口交番,131041.0,東京都,新宿区,西新宿１丁目,2020-05-22,09,道路上,その他,ナンバープレート
339,窃盗,部品ねらい,新宿,新宿駅西口交番,131041.0,東京都,新宿区,西新宿２丁目,2020-06-09,15,駐車（輪）場,駐車（輪）場,ナンバープレート
340,窃盗,部品ねらい,新宿,熊野神社前交番,131041.0,東京都,新宿区,西新宿２丁目,2020-09-23,09,その他,駐車（輪）場,その他
341,窃盗,部品ねらい,新宿,熊野神社前交番,131041.0,東京都,新宿区,西新宿４丁目,2020-05-20,11,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
342,窃盗,部品ねらい,新宿,淀橋市場前交番,131041.0,東京都,新宿区,百人町３丁目,2020-11-06,18,４階建て以上共同住宅,駐車（輪）場,その他
343,窃盗,部品ねらい,新宿,百人町交番,131041.0,東京都,新宿区,北新宿１丁目,2020-04-23,17,道路上,その他,その他
344,窃盗,部品ねらい,新宿,百人町交番,131041.0,東京都,新宿区,百人町２丁目,2020-03-30,13,一戸建住宅,駐車（輪）場,ナンバープレート
345,窃盗,部品ねらい,新宿,百人町交番,131041.0,東京都,新宿区,百人町２丁目,2020-06-16,07,道路上,その他,その他
346,窃盗,部品ねらい,新宿,大久保交番,131041.0,東京都,新宿区,大久保２丁目,2020-09-29,23,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
347,窃盗,部品ねらい,新宿,新宿六丁目交番,131041.0,東京都,新宿区,新宿６丁目,2020-01-28,21,４階建て以上共同住宅,駐車（輪）場,その他
348,窃盗,部品ねらい,新宿,新宿六丁目交番,131041.0,東京都,新宿区,新宿７丁目,2020-04-08,00,駐車（輪）場,駐車（輪）場,その他
349,窃盗,部品ねらい,新宿,歌舞伎町交番,131041.0,東京都,新宿区,歌舞伎町１丁目,2020-02-18,18,駐車（輪）場,駐車（輪）場,その他
350,窃盗,部品ねらい,新宿,歌舞伎町交番,131041.0,東京都,新宿区,歌舞伎町１丁目,2020-08-12,18,駐車（輪）場,駐車（輪）場,その他
351,窃盗,部品ねらい,戸塚,高田馬場駅前交番,131041.0,東京都,新宿区,高田馬場３丁目,2020-05-17,20,駐車（輪）場,駐車（輪）場,その他
352,窃盗,部品ねらい,戸塚,下落合駅前交番,131041.0,東京都,新宿区,中落合２丁目,2019-05-13,17,一戸建住宅,その他,その他
353,窃盗,部品ねらい,戸塚,下落合駅前交番,131041.0,東京都,新宿区,中落合２丁目,2020-08-02,17,４階建て以上共同住宅,駐車（輪）場,その他
354,窃盗,部品ねらい,戸塚,下落合駅前交番,131041.0,東京都,新宿区,中落合２丁目,2020-10-23,09,一戸建住宅,その他,その他
355,窃盗,部品ねらい,戸塚,下落合駅前交番,131041.0,東京都,新宿区,中落合４丁目,2020-05-29,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
356,窃盗,部品ねらい,戸塚,中落合交番,131041.0,東京都,新宿区,中井２丁目,2020-05-19,18,４階建て以上共同住宅,駐車（輪）場,その他
357,窃盗,部品ねらい,戸塚,中落合交番,131041.0,東京都,新宿区,中落合４丁目,2020-05-02,12,一戸建住宅,その他,その他
358,窃盗,部品ねらい,戸塚,西落合交番,131041.0,東京都,新宿区,中落合３丁目,2020-11-11,11,道路上,その他,その他
359,窃盗,部品ねらい,戸塚,上落合交番,131041.0,東京都,新宿区,中井１丁目,2020-04-14,13,駐車（輪）場,駐車（輪）場,その他
360,窃盗,部品ねらい,戸塚,上落合交番,131041.0,東京都,新宿区,中井１丁目,2020-06-14,22,その他,その他,ナンバープレート
361,窃盗,部品ねらい,戸塚,上落合交番,131041.0,東京都,新宿区,中落合１丁目,2020-02-20,17,一戸建住宅,その他,その他
362,窃盗,部品ねらい,四谷,四谷三丁目交番,131041.0,東京都,新宿区,四谷３丁目,2020-12-07,08,駐車（輪）場,駐車（輪）場,その他
363,窃盗,部品ねらい,四谷,信濃町交番,131041.0,東京都,新宿区,霞ヶ丘町,2020-10-07,18,道路上,その他,その他
364,窃盗,部品ねらい,四谷,花園交番,131041.0,東京都,新宿区,片町,2020-06-07,10,道路上,その他,ナンバープレート
365,窃盗,部品ねらい,四谷,花園交番,131041.0,東京都,新宿区,新宿５丁目,2020-01-02,11,道路上,その他,ナンバープレート
366,窃盗,部品ねらい,中野,中野坂上交番,131148.0,東京都,中野区,中央１丁目,2020-02-14,17,４階建て以上共同住宅,駐車（輪）場,その他
367,窃盗,部品ねらい,中野,中野坂上交番,131148.0,東京都,中野区,本町１丁目,2020-08-21,06,一戸建住宅,その他,ナンバープレート
368,窃盗,部品ねらい,中野,中野坂上交番,131148.0,東京都,中野区,本町２丁目,2020-12-02,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
369,窃盗,部品ねらい,中野,中野坂上交番,131148.0,東京都,中野区,弥生町１丁目,2020-01-05,00,４階建て以上共同住宅,駐車（輪）場,その他
370,窃盗,部品ねらい,中野,早稲田通交番,131148.0,東京都,中野区,中野５丁目,2020-01-15,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
371,窃盗,部品ねらい,中野,早稲田通交番,131148.0,東京都,中野区,中野６丁目,2020-12-15,21,４階建て以上共同住宅,駐車（輪）場,その他
372,窃盗,部品ねらい,中野,早稲田通交番,131148.0,東京都,中野区,東中野３丁目,2020-04-11,13,道路上,その他,ナンバープレート
373,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,本町２丁目,2020-07-06,16,その他,駐車（輪）場,その他
374,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,本町３丁目,2020-02-17,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
375,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,本町５丁目,2020-02-15,15,４階建て以上共同住宅,駐車（輪）場,その他
376,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,本町５丁目,2020-02-22,16,４階建て以上共同住宅,駐車（輪）場,その他
377,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,本町５丁目,2020-03-21,16,４階建て以上共同住宅,その他,その他
378,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,弥生町２丁目,2020-07-22,02,道路上,その他,その他
379,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,弥生町２丁目,2020-08-31,21,４階建て以上共同住宅,駐車（輪）場,その他
380,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,弥生町２丁目,2020-09-09,07,４階建て以上共同住宅,駐車（輪）場,その他
381,窃盗,部品ねらい,中野,本郷通交番,131148.0,東京都,中野区,弥生町３丁目,2020-02-15,16,一戸建住宅,その他,その他
382,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,中央２丁目,2020-02-16,00,一戸建住宅,その他,その他
383,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,中央２丁目,2020-07-02,17,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
384,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,中央２丁目,2020-08-31,12,一戸建住宅,駐車（輪）場,その他
385,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,中央３丁目,2020-10-02,18,４階建て以上共同住宅,駐車（輪）場,その他
386,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,本町３丁目,2020-02-05,13,その他,駐車（輪）場,その他
387,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,本町３丁目,2020-02-15,16,４階建て以上共同住宅,駐車（輪）場,その他
388,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,本町３丁目,2020-06-03,17,４階建て以上共同住宅,その他,その他
389,窃盗,部品ねらい,中野,鍋屋横丁交番,131148.0,東京都,中野区,本町４丁目,2020-03-07,18,一戸建住宅,駐車（輪）場,その他
390,窃盗,部品ねらい,中野,南台交番,131148.0,東京都,中野区,南台２丁目,2020-05-15,17,一戸建住宅,その他,その他
391,窃盗,部品ねらい,中野,中央五丁目交番,131148.0,東京都,中野区,本町６丁目,2020-05-05,17,４階建て以上共同住宅,駐車（輪）場,その他
392,窃盗,部品ねらい,野方,上高田交番,131148.0,東京都,中野区,上高田４丁目,2020-03-22,20,４階建て以上共同住宅,駐車（輪）場,その他
393,窃盗,部品ねらい,野方,江原町交番,131148.0,東京都,中野区,江原町３丁目,2020-08-06,12,道路上,その他,その他
394,窃盗,部品ねらい,野方,江古田四丁目交番,131148.0,東京都,中野区,江古田３丁目,2020-09-17,10,駐車（輪）場,駐車（輪）場,ナンバープレート
395,窃盗,部品ねらい,野方,沼袋交番,131148.0,東京都,中野区,沼袋３丁目,2020-02-25,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
396,窃盗,部品ねらい,野方,野方駅前交番,131148.0,東京都,中野区,野方６丁目,2020-08-27,18,一戸建住宅,その他,その他
397,窃盗,部品ねらい,野方,野方駅前交番,131148.0,東京都,中野区,丸山２丁目,2020-07-19,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
398,窃盗,部品ねらい,野方,家政通交番,131148.0,東京都,中野区,鷺宮１丁目,2020-05-03,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
399,窃盗,部品ねらい,野方,鷺宮駅前交番,131148.0,東京都,中野区,白鷺３丁目,2020-08-20,18,一戸建住宅,駐車（輪）場,その他
400,窃盗,部品ねらい,杉並,東田町交番,131156.0,東京都,杉並区,成田東４丁目,2020-05-04,14,一戸建住宅,駐車（輪）場,ナンバープレート
401,窃盗,部品ねらい,杉並,東田町交番,131156.0,東京都,杉並区,成田東４丁目,2020-05-15,02,駐車（輪）場,駐車（輪）場,ナンバープレート
402,窃盗,部品ねらい,杉並,東田町交番,131156.0,東京都,杉並区,成田東４丁目,2020-05-19,17,一戸建住宅,その他,ナンバープレート
403,窃盗,部品ねらい,杉並,新高円寺駅前交番,131156.0,東京都,杉並区,梅里２丁目,2020-10-03,22,その他の住宅（３階建て以下共同住宅等）,その他,その他
404,窃盗,部品ねらい,杉並,堀ノ内交番,131156.0,東京都,杉並区,堀ノ内２丁目,2020-08-23,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
405,窃盗,部品ねらい,杉並,和田本町交番,131156.0,東京都,杉並区,和田１丁目,2020-01-16,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
406,窃盗,部品ねらい,杉並,和田本町交番,131156.0,東京都,杉並区,和田１丁目,2020-03-21,18,４階建て以上共同住宅,駐車（輪）場,その他
407,窃盗,部品ねらい,杉並,和田本町交番,131156.0,東京都,杉並区,和田１丁目,2020-06-10,17,一戸建住宅,その他,その他
408,窃盗,部品ねらい,杉並,高円寺交番,131156.0,東京都,杉並区,高円寺南１丁目,2020-08-28,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
409,窃盗,部品ねらい,杉並,高円寺交番,131156.0,東京都,杉並区,和田３丁目,2020-03-21,14,一戸建住宅,その他,その他
410,窃盗,部品ねらい,杉並,高円寺交番,131156.0,東京都,杉並区,和田３丁目,2020-05-04,18,４階建て以上共同住宅,その他,その他
411,窃盗,部品ねらい,杉並,高円寺南四丁目交番,131156.0,東京都,杉並区,高円寺北１丁目,2020-03-30,18,一戸建住宅,駐車（輪）場,その他
412,窃盗,部品ねらい,杉並,高円寺南四丁目交番,131156.0,東京都,杉並区,高円寺南２丁目,2020-07-14,17,一戸建住宅,駐車（輪）場,その他
413,窃盗,部品ねらい,杉並,高円寺駅前交番,131156.0,東京都,杉並区,高円寺北２丁目,2020-11-02,16,４階建て以上共同住宅,駐車（輪）場,その他
414,窃盗,部品ねらい,杉並,高円寺駅前交番,131156.0,東京都,杉並区,高円寺南２丁目,2020-08-13,18,道路上,その他,その他
415,窃盗,部品ねらい,杉並,高円寺駅前交番,131156.0,東京都,杉並区,高円寺南４丁目,2020-11-19,13,道路上,その他,ナンバープレート
416,窃盗,部品ねらい,杉並,阿佐谷北交番,131156.0,東京都,杉並区,阿佐谷北５丁目,2020-05-01,17,その他の住宅（３階建て以下共同住宅等）,その他,その他
417,窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156.0,東京都,杉並区,阿佐谷北１丁目,2020-04-01,16,道路上,その他,タイヤ・ホイール
418,窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156.0,東京都,杉並区,阿佐谷北１丁目,2020-05-05,10,道路上,その他,その他
419,窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156.0,東京都,杉並区,阿佐谷南１丁目,2020-07-15,17,駐車（輪）場,駐車（輪）場,その他
420,窃盗,部品ねらい,高井戸,泉南交番,131156.0,東京都,杉並区,和泉１丁目,2020-04-19,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
421,窃盗,部品ねらい,高井戸,泉南交番,131156.0,東京都,杉並区,和泉４丁目,2020-05-24,17,一戸建住宅,駐車（輪）場,ナンバープレート
422,窃盗,部品ねらい,高井戸,泉南交番,131156.0,東京都,杉並区,方南１丁目,2020-10-20,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
423,窃盗,部品ねらい,高井戸,西永福駅前交番,131156.0,東京都,杉並区,浜田山３丁目,2020-08-01,17,４階建て以上共同住宅,駐車（輪）場,その他
424,窃盗,部品ねらい,高井戸,西荻南交番,131156.0,東京都,杉並区,松庵２丁目,2020-02-14,19,一戸建住宅,その他,ナンバープレート
425,窃盗,部品ねらい,高井戸,下高井戸交番,131156.0,東京都,杉並区,永福１丁目,2020-01-25,16,駐車（輪）場,駐車（輪）場,その他
426,窃盗,部品ねらい,高井戸,下高井戸交番,131156.0,東京都,杉並区,永福１丁目,2020-12-12,17,駐車（輪）場,駐車（輪）場,その他
427,窃盗,部品ねらい,高井戸,宮前駐在所,131156.0,東京都,杉並区,宮前４丁目,2020-03-19,23,駐車（輪）場,駐車（輪）場,ナンバープレート
428,窃盗,部品ねらい,高井戸,浜田山交番,131156.0,東京都,杉並区,高井戸東４丁目,2020-02-21,20,一戸建住宅,駐車（輪）場,その他
429,窃盗,部品ねらい,高井戸,浜田山交番,131156.0,東京都,杉並区,浜田山３丁目,2020-05-30,15,４階建て以上共同住宅,駐車（輪）場,その他
430,窃盗,部品ねらい,荻窪,桃井四丁目交番,131156.0,東京都,杉並区,上荻４丁目,2020-05-29,21,一戸建住宅,駐車（輪）場,その他
431,窃盗,部品ねらい,荻窪,善福寺交番,131156.0,東京都,杉並区,今川４丁目,2020-03-24,16,４階建て以上共同住宅,駐車（輪）場,その他
432,窃盗,部品ねらい,荻窪,善福寺交番,131156.0,東京都,杉並区,善福寺３丁目,2020-01-29,15,４階建て以上共同住宅,その他,ナンバープレート
433,窃盗,部品ねらい,荻窪,荻窪駅南口交番,131156.0,東京都,杉並区,荻窪４丁目,2020-01-20,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
434,窃盗,部品ねらい,荻窪,荻窪駅南口交番,131156.0,東京都,杉並区,荻窪４丁目,2020-06-26,21,道路上,その他,ナンバープレート
435,窃盗,部品ねらい,荻窪,荻窪駅北口交番,131156.0,東京都,杉並区,天沼３丁目,2020-08-11,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
436,窃盗,部品ねらい,荻窪,天沼交番,131156.0,東京都,杉並区,清水３丁目,2020-01-19,12,一戸建住宅,その他,ナンバープレート
437,窃盗,部品ねらい,荻窪,天沼交番,131156.0,東京都,杉並区,清水３丁目,2020-03-25,22,一戸建住宅,駐車（輪）場,ナンバープレート
438,窃盗,部品ねらい,荻窪,天沼交番,131156.0,東京都,杉並区,本天沼２丁目,2020-06-27,14,一戸建住宅,駐車（輪）場,ナンバープレート
439,窃盗,部品ねらい,富坂,春日交番,131059.0,東京都,文京区,春日１丁目,2020-08-20,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
440,窃盗,部品ねらい,富坂,千石一丁目交番,131059.0,東京都,文京区,千石１丁目,2020-02-14,17,４階建て以上共同住宅,駐車（輪）場,その他
441,窃盗,部品ねらい,富坂,小石川御殿町交番,131059.0,東京都,文京区,千石１丁目,2020-08-23,11,４階建て以上共同住宅,駐車（輪）場,その他
442,窃盗,部品ねらい,大塚,護国寺前交番,131059.0,東京都,文京区,音羽２丁目,2020-10-02,09,駐車（輪）場,駐車（輪）場,その他
443,窃盗,部品ねらい,本富士,天神町交番,131059.0,東京都,文京区,湯島２丁目,2020-09-14,12,道路上,その他,その他
444,窃盗,部品ねらい,本富士,弥生町交番,131059.0,東京都,文京区,向丘１丁目,2015-09-28,19,道路上,その他,ナンバープレート
445,窃盗,部品ねらい,駒込,上富士前交番,131059.0,東京都,文京区,本駒込２丁目,2020-08-20,05,駐車（輪）場,駐車（輪）場,その他
446,窃盗,部品ねらい,駒込,上富士前交番,131059.0,東京都,文京区,本駒込２丁目,2020-12-28,08,その他,駐車（輪）場,その他
447,窃盗,部品ねらい,駒込,上富士前交番,131059.0,東京都,文京区,本駒込５丁目,2020-12-18,19,４階建て以上共同住宅,駐車（輪）場,その他
448,窃盗,部品ねらい,駒込,浅嘉交番,131059.0,東京都,文京区,向丘２丁目,2020-10-16,07,駐車（輪）場,駐車（輪）場,その他
449,窃盗,部品ねらい,巣鴨,巣鴨駅前交番,131164.0,東京都,豊島区,駒込５丁目,2020-11-25,16,その他,駐車（輪）場,その他
450,窃盗,部品ねらい,巣鴨,巣鴨駅前交番,131164.0,東京都,豊島区,巣鴨１丁目,2020-12-10,22,４階建て以上共同住宅,駐車（輪）場,その他
451,窃盗,部品ねらい,巣鴨,駒込駅前交番,131164.0,東京都,豊島区,駒込１丁目,2020-02-29,14,道路上,その他,その他
452,窃盗,部品ねらい,巣鴨,庚申塚交番,131164.0,東京都,豊島区,西巣鴨３丁目,2020-08-15,13,道路上,その他,ナンバープレート
453,窃盗,部品ねらい,巣鴨,大塚駅前交番,131164.0,東京都,豊島区,北大塚２丁目,2020-07-24,19,４階建て以上共同住宅,駐車（輪）場,その他
454,窃盗,部品ねらい,池袋,六つ又交番,131164.0,東京都,豊島区,東池袋１丁目,2020-06-08,09,その他の住宅（３階建て以下共同住宅等）,その他,その他
455,窃盗,部品ねらい,池袋,池袋二又交番,131164.0,東京都,豊島区,池袋２丁目,2020-12-09,21,駐車（輪）場,駐車（輪）場,その他
456,窃盗,部品ねらい,池袋,池袋駅西口交番,131164.0,東京都,豊島区,西池袋１丁目,2020-03-03,21,駐車（輪）場,駐車（輪）場,その他
457,窃盗,部品ねらい,池袋,池袋駅西口交番,131164.0,東京都,豊島区,南池袋１丁目,2020-01-15,18,駐車（輪）場,駐車（輪）場,その他
458,窃盗,部品ねらい,池袋,上池袋交番,131164.0,東京都,豊島区,上池袋３丁目,2020-10-05,18,道路上,その他,その他
459,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋４丁目,2020-06-11,06,４階建て以上共同住宅,駐車（輪）場,その他
460,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋本町２丁目,2020-05-02,22,その他,駐車（輪）場,ナンバープレート
461,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋本町２丁目,2020-10-07,04,その他,その他,その他
462,窃盗,部品ねらい,目白,椎名町駅前交番,131164.0,東京都,豊島区,長崎１丁目,2020-07-29,18,４階建て以上共同住宅,駐車（輪）場,その他
463,窃盗,部品ねらい,目白,椎名町駅前交番,131164.0,東京都,豊島区,長崎１丁目,2020-09-23,19,一戸建住宅,駐車（輪）場,ナンバープレート
464,窃盗,部品ねらい,目白,椎名町駅前交番,131164.0,東京都,豊島区,長崎２丁目,2020-08-21,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
465,窃盗,部品ねらい,目白,椎名町駅前交番,131164.0,東京都,豊島区,長崎２丁目,2020-11-30,23,一戸建住宅,駐車（輪）場,その他
466,窃盗,部品ねらい,目白,東長崎駅前交番,131164.0,東京都,豊島区,長崎３丁目,2020-06-22,08,その他,その他,なし
467,窃盗,部品ねらい,目白,東長崎駅前交番,131164.0,東京都,豊島区,南長崎５丁目,2020-08-07,22,４階建て以上共同住宅,駐車（輪）場,その他
468,窃盗,部品ねらい,目白,東長崎駅前交番,131164.0,東京都,豊島区,南長崎５丁目,2020-11-21,00,駐車（輪）場,駐車（輪）場,その他
469,窃盗,部品ねらい,目白,要町交番,131164.0,東京都,豊島区,池袋３丁目,2020-12-10,14,４階建て以上共同住宅,駐車（輪）場,その他
470,窃盗,部品ねらい,目白,要町交番,131164.0,東京都,豊島区,池袋３丁目,2020-12-19,14,４階建て以上共同住宅,駐車（輪）場,その他
471,窃盗,部品ねらい,目白,要町交番,131164.0,東京都,豊島区,要町３丁目,2020-11-15,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
472,窃盗,部品ねらい,目白,千川交番,131164.0,東京都,豊島区,千川１丁目,2020-10-20,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
473,窃盗,部品ねらい,目白,千登世橋交番,131164.0,東京都,豊島区,高田１丁目,2020-02-02,22,４階建て以上共同住宅,その他,その他
474,窃盗,部品ねらい,目白,千登世橋交番,131164.0,東京都,豊島区,高田２丁目,2020-02-13,20,駐車（輪）場,駐車（輪）場,ナンバープレート
475,窃盗,部品ねらい,目白,千登世橋交番,131164.0,東京都,豊島区,高田２丁目,2020-02-20,23,駐車（輪）場,駐車（輪）場,ナンバープレート
476,窃盗,部品ねらい,滝野川,,,,,,2019-09-15,不明,その他,その他,ナンバープレート
477,窃盗,部品ねらい,滝野川,板橋駅東口交番,131172.0,東京都,北区,滝野川７丁目,2020-11-18,10,４階建て以上共同住宅,駐車（輪）場,その他
478,窃盗,部品ねらい,滝野川,滝野川一丁目交番,131172.0,東京都,北区,滝野川３丁目,2020-01-20,10,４階建て以上共同住宅,駐車（輪）場,その他
479,窃盗,部品ねらい,滝野川,田端高台交番,131172.0,東京都,北区,田端２丁目,2020-01-19,18,４階建て以上共同住宅,その他,その他
480,窃盗,部品ねらい,滝野川,尾久駅前交番,131172.0,東京都,北区,栄町,2020-05-16,18,４階建て以上共同住宅,駐車（輪）場,その他
481,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,田端新町１丁目,2020-03-21,10,４階建て以上共同住宅,その他,ナンバープレート
482,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,田端新町１丁目,2020-11-17,15,駐車（輪）場,駐車（輪）場,ナンバープレート
483,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,中里３丁目,2020-09-18,13,道路上,その他,ナンバープレート
484,窃盗,部品ねらい,王子,王子駅前交番,131172.0,東京都,北区,岸町１丁目,2020-04-01,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
485,窃盗,部品ねらい,王子,王子駅前交番,131172.0,東京都,北区,堀船３丁目,2020-06-02,16,一戸建住宅,その他,その他
486,窃盗,部品ねらい,王子,王子駅前交番,131172.0,東京都,北区,堀船３丁目,2020-08-10,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
487,窃盗,部品ねらい,王子,豊島五丁目駐在所,131172.0,東京都,北区,豊島５丁目,2020-03-07,09,４階建て以上共同住宅,その他,ナンバープレート
488,窃盗,部品ねらい,王子,豊島五丁目駐在所,131172.0,東京都,北区,豊島５丁目,2020-08-19,23,４階建て以上共同住宅,駐車（輪）場,その他
489,窃盗,部品ねらい,王子,王子五丁目交番,131172.0,東京都,北区,豊島３丁目,2020-07-22,05,道路上,その他,その他
490,窃盗,部品ねらい,王子,王子五丁目交番,131172.0,東京都,北区,豊島７丁目,2020-04-11,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
491,窃盗,部品ねらい,王子,東十条交番,131172.0,東京都,北区,王子５丁目,2020-04-15,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
492,窃盗,部品ねらい,王子,東十条交番,131172.0,東京都,北区,王子５丁目,2020-05-30,21,４階建て以上共同住宅,駐車（輪）場,その他
493,窃盗,部品ねらい,王子,東十条交番,131172.0,東京都,北区,王子５丁目,2020-08-12,12,４階建て以上共同住宅,駐車（輪）場,その他
494,窃盗,部品ねらい,赤羽,志茂四丁目交番,131172.0,東京都,北区,志茂３丁目,2019-12-01,不明,道路上,その他,ナンバープレート
495,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,赤羽１丁目,2020-04-28,19,４階建て以上共同住宅,駐車（輪）場,その他
496,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,赤羽１丁目,2020-09-14,08,駐車（輪）場,駐車（輪）場,ナンバープレート
497,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,赤羽１丁目,2020-12-03,06,その他,駐車（輪）場,その他
498,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,赤羽南２丁目,2020-07-15,16,駐車（輪）場,駐車（輪）場,その他
499,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,志茂３丁目,2020-02-28,20,道路上,その他,その他
500,窃盗,部品ねらい,赤羽,法善寺交番,131172.0,東京都,北区,桐ケ丘１丁目,2020-06-21,16,４階建て以上共同住宅,駐車（輪）場,その他
501,窃盗,部品ねらい,赤羽,赤羽北交番,131172.0,東京都,北区,赤羽北２丁目,2020-05-22,17,４階建て以上共同住宅,駐車（輪）場,その他
502,窃盗,部品ねらい,赤羽,赤羽北交番,131172.0,東京都,北区,赤羽北２丁目,2020-09-16,15,その他,駐車（輪）場,その他
503,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間２丁目,2020-03-11,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
504,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間４丁目,2020-03-11,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
505,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間４丁目,2020-05-13,04,駐車（輪）場,駐車（輪）場,その他
506,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間５丁目,2020-02-11,12,その他,駐車（輪）場,その他
