,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
370,窃盗,部品ねらい,野方,江古田四丁目交番,131148.0,東京都,中野区,江古田４丁目,2021/4/23,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
371,窃盗,部品ねらい,野方,江古田四丁目交番,131148.0,東京都,中野区,江古田４丁目,2021/8/8,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
372,窃盗,部品ねらい,野方,江古田四丁目交番,131148.0,東京都,中野区,沼袋２丁目,2021/6/14,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
373,窃盗,部品ねらい,野方,沼袋交番,131148.0,東京都,中野区,新井３丁目,2021/4/4,4,４階建て以上共同住宅,駐車（輪）場,その他
374,窃盗,部品ねらい,野方,沼袋交番,131148.0,東京都,中野区,江古田４丁目,2020/6/28,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
375,窃盗,部品ねらい,野方,若宮交番,131148.0,東京都,中野区,若宮２丁目,2021/10/13,12,道路上,その他,その他
376,窃盗,部品ねらい,野方,薬師駅前交番,131148.0,東京都,中野区,新井２丁目,2021/9/29,16,その他,駐車（輪）場,その他
377,窃盗,部品ねらい,野方,薬師駅前交番,131148.0,東京都,中野区,上高田５丁目,2021/4/22,12,４階建て以上共同住宅,駐車（輪）場,その他
378,窃盗,部品ねらい,野方,野方一丁目交番,131148.0,東京都,中野区,新井３丁目,2021/4/9,8,４階建て以上共同住宅,駐車（輪）場,その他
379,窃盗,部品ねらい,野方,野方駅前交番,131148.0,東京都,中野区,野方４丁目,2021/4/1,18,駐車（輪）場,駐車（輪）場,その他
380,窃盗,部品ねらい,野方,野方駅前交番,131148.0,東京都,中野区,丸山２丁目,2021/11/9,13,４階建て以上共同住宅,駐車（輪）場,その他
381,窃盗,部品ねらい,野方,鷺宮駅前交番,131148.0,東京都,中野区,白鷺１丁目,2021/6/23,22,４階建て以上共同住宅,駐車（輪）場,その他
382,窃盗,部品ねらい,野方,鷺宮駅前交番,131148.0,東京都,中野区,白鷺１丁目,2021/6/24,17,４階建て以上共同住宅,駐車（輪）場,その他
383,窃盗,部品ねらい,野方,鷺宮駅前交番,131148.0,東京都,中野区,白鷺３丁目,2021/4/30,6,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
384,窃盗,部品ねらい,杉並,和田本町交番,131156.0,東京都,杉並区,和田１丁目,2021/11/7,21,４階建て以上共同住宅,駐車（輪）場,その他
385,窃盗,部品ねらい,杉並,堀ノ内交番,131156.0,東京都,杉並区,堀ノ内２丁目,2021/9/22,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
386,窃盗,部品ねらい,杉並,堀ノ内交番,131156.0,東京都,杉並区,堀ノ内２丁目,2021/10/16,14,駐車（輪）場,駐車（輪）場,ナンバープレート
387,窃盗,部品ねらい,杉並,堀ノ内交番,131156.0,東京都,杉並区,和田２丁目,2021/9/1,19,４階建て以上共同住宅,駐車（輪）場,その他
388,窃盗,部品ねらい,杉並,成宗交番,131156.0,東京都,杉並区,成田東５丁目,2021/5/27,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
389,窃盗,部品ねらい,杉並,成田交番,131156.0,東京都,杉並区,成田東１丁目,2021/5/1,14,一戸建住宅,その他,その他
390,窃盗,部品ねらい,杉並,成田交番,131156.0,東京都,杉並区,成田東１丁目,2021/7/5,8,その他,駐車（輪）場,ナンバープレート
391,窃盗,部品ねらい,杉並,成田交番,131156.0,東京都,杉並区,松ノ木２丁目,2021/5/9,15,４階建て以上共同住宅,駐車（輪）場,その他
392,窃盗,部品ねらい,杉並,成田交番,131156.0,東京都,杉並区,松ノ木２丁目,2021/5/10,18,４階建て以上共同住宅,駐車（輪）場,その他
393,窃盗,部品ねらい,杉並,成田西駐在所,131156.0,東京都,杉並区,成田西２丁目,2021/5/1,18,４階建て以上共同住宅,駐車（輪）場,その他
394,窃盗,部品ねらい,杉並,新高円寺駅前交番,131156.0,東京都,杉並区,高円寺南２丁目,2021/2/25,13,道路上,その他,その他
395,窃盗,部品ねらい,杉並,東田町交番,131156.0,東京都,杉並区,阿佐谷南１丁目,2021/2/12,21,４階建て以上共同住宅,駐車（輪）場,その他
396,窃盗,部品ねらい,杉並,阿佐谷北交番,131156.0,東京都,杉並区,阿佐谷北６丁目,2021/6/13,15,４階建て以上共同住宅,駐車（輪）場,その他
397,窃盗,部品ねらい,杉並,阿佐谷駅前交番,131156.0,東京都,杉並区,阿佐谷北５丁目,2021/5/28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
398,窃盗,部品ねらい,杉並,高円寺交番,131156.0,東京都,杉並区,高円寺南１丁目,2021/7/13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
399,窃盗,部品ねらい,杉並,高円寺交番,131156.0,東京都,杉並区,高円寺南１丁目,2021/8/28,23,道路上,その他,その他
400,窃盗,部品ねらい,杉並,高円寺交番,131156.0,東京都,杉並区,和田３丁目,2021/1/27,19,４階建て以上共同住宅,駐車（輪）場,その他
401,窃盗,部品ねらい,杉並,高円寺交番,131156.0,東京都,杉並区,和田３丁目,2021/9/25,17,４階建て以上共同住宅,駐車（輪）場,その他
402,窃盗,部品ねらい,杉並,高円寺駅前交番,131156.0,東京都,杉並区,高円寺北３丁目,2021/6/21,21,駐車（輪）場,駐車（輪）場,その他
403,窃盗,部品ねらい,杉並,高円寺駅前交番,131156.0,東京都,杉並区,高円寺北３丁目,2021/10/6,22,一戸建住宅,駐車（輪）場,その他
404,窃盗,部品ねらい,杉並,高円寺駅前交番,131156.0,東京都,杉並区,高円寺北４丁目,2021/1/10,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
405,窃盗,部品ねらい,杉並,高円寺駅前交番,131156.0,東京都,杉並区,高円寺北４丁目,2021/4/10,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
406,窃盗,部品ねらい,高井戸,上高井戸交番,131156.0,東京都,杉並区,下高井戸２丁目,2021/2/20,13,駐車（輪）場,駐車（輪）場,ナンバープレート
407,窃盗,部品ねらい,高井戸,下高井戸交番,131156.0,東京都,杉並区,下高井戸１丁目,2021/9/30,17,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
408,窃盗,部品ねらい,高井戸,久我山交番,131156.0,東京都,杉並区,久我山２丁目,2021/6/25,15,駐車（輪）場,駐車（輪）場,その他
409,窃盗,部品ねらい,高井戸,久我山交番,131156.0,東京都,杉並区,久我山３丁目,2021/7/3,20,一戸建住宅,駐車（輪）場,その他
410,窃盗,部品ねらい,高井戸,大宮八幡駐在所,131156.0,東京都,杉並区,大宮１丁目,2021/4/10,19,一戸建住宅,駐車（輪）場,その他
411,窃盗,部品ねらい,高井戸,方南交番,131156.0,東京都,杉並区,方南２丁目,2021/7/13,18,４階建て以上共同住宅,駐車（輪）場,その他
412,窃盗,部品ねらい,高井戸,方南交番,131156.0,東京都,杉並区,方南２丁目,2021/11/8,21,駐車（輪）場,駐車（輪）場,ナンバープレート
413,窃盗,部品ねらい,高井戸,方南交番,131156.0,東京都,杉並区,堀ノ内１丁目,2021/6/7,1,４階建て以上共同住宅,駐車（輪）場,その他
414,窃盗,部品ねらい,高井戸,永福町駅前交番,131156.0,東京都,杉並区,永福４丁目,2021/10/17,9,駐車（輪）場,駐車（輪）場,ナンバープレート
415,窃盗,部品ねらい,高井戸,泉南交番,131156.0,東京都,杉並区,和泉４丁目,2021/4/10,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,タイヤ・ホイール
416,窃盗,部品ねらい,高井戸,浜田山交番,131156.0,東京都,杉並区,浜田山４丁目,2021/11/23,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
417,窃盗,部品ねらい,高井戸,西荻南交番,131156.0,東京都,杉並区,宮前３丁目,2021/5/7,19,駐車（輪）場,駐車（輪）場,ナンバープレート
418,窃盗,部品ねらい,高井戸,西荻南交番,131156.0,東京都,杉並区,宮前３丁目,2021/5/11,16,駐車（輪）場,駐車（輪）場,ナンバープレート
419,窃盗,部品ねらい,高井戸,,,,,,2021/1/25,12,駐車（輪）場,駐車（輪）場,ナンバープレート
420,窃盗,部品ねらい,高井戸,,,,,,2021/8/8,10,その他,その他,ナンバープレート
421,窃盗,部品ねらい,荻窪,上井草駅前交番,131156.0,東京都,杉並区,上井草３丁目,2021/3/15,20,駐車（輪）場,駐車（輪）場,その他
422,窃盗,部品ねらい,荻窪,下井草駅前交番,131156.0,東京都,杉並区,井草１丁目,2021/10/1,17,駐車（輪）場,駐車（輪）場,その他
423,窃盗,部品ねらい,荻窪,桃井四丁目交番,131156.0,東京都,杉並区,桃井４丁目,2021/8/7,12,その他,駐車（輪）場,その他
424,窃盗,部品ねらい,荻窪,荻窪五丁目交番,131156.0,東京都,杉並区,荻窪５丁目,2021/4/23,13,その他の住宅（３階建て以下共同住宅等）,その他,タイヤ・ホイール
425,窃盗,部品ねらい,富坂,春日交番,131059.0,東京都,文京区,小石川３丁目,2021/7/3,16,４階建て以上共同住宅,その他,その他
426,窃盗,部品ねらい,富坂,白山交番,131059.0,東京都,文京区,白山１丁目,2021/9/13,13,４階建て以上共同住宅,駐車（輪）場,その他
427,窃盗,部品ねらい,大塚,大塚六丁目交番,131059.0,東京都,文京区,大塚５丁目,2021/7/9,8,４階建て以上共同住宅,駐車（輪）場,その他
428,窃盗,部品ねらい,大塚,江戸川橋交番,131059.0,東京都,文京区,水道２丁目,2021/9/3,18,一戸建住宅,駐車（輪）場,その他
429,窃盗,部品ねらい,本富士,本郷交番,131059.0,東京都,文京区,本郷４丁目,2021/5/30,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
430,窃盗,部品ねらい,本富士,根津交番,131059.0,東京都,文京区,根津２丁目,2021/4/28,12,駐車（輪）場,駐車（輪）場,その他
431,窃盗,部品ねらい,駒込,団子坂交番,131059.0,東京都,文京区,千駄木２丁目,2021/6/23,2,４階建て以上共同住宅,その他,その他
432,窃盗,部品ねらい,巣鴨,大塚駅前交番,131164.0,東京都,豊島区,南大塚２丁目,2021/2/4,18,一戸建住宅,その他,その他
433,窃盗,部品ねらい,巣鴨,巣鴨新田交番,131164.0,東京都,豊島区,西巣鴨１丁目,2021/1/10,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
434,窃盗,部品ねらい,巣鴨,巣鴨新田交番,131164.0,東京都,豊島区,西巣鴨１丁目,2021/9/15,19,道路上,その他,その他
435,窃盗,部品ねらい,巣鴨,巣鴨駅前交番,131164.0,東京都,豊島区,巣鴨４丁目,2021/9/16,14,駐車（輪）場,駐車（輪）場,その他
436,窃盗,部品ねらい,池袋,六つ又交番,131164.0,東京都,豊島区,東池袋１丁目,2021/4/30,16,駐車（輪）場,駐車（輪）場,その他
437,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋３丁目,2021/4/30,21,駐車（輪）場,駐車（輪）場,その他
438,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋３丁目,2021/7/6,20,その他,その他,その他
439,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋４丁目,2021/3/26,16,道路上,その他,その他
440,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋４丁目,2021/7/30,17,駐車（輪）場,駐車（輪）場,ナンバープレート
441,窃盗,部品ねらい,池袋,川越通交番,131164.0,東京都,豊島区,池袋４丁目,2021/8/27,8,その他,駐車（輪）場,その他
442,窃盗,部品ねらい,池袋,東池袋交番,131164.0,東京都,豊島区,東池袋３丁目,2021/6/21,17,駐車（輪）場,駐車（輪）場,ナンバープレート
443,窃盗,部品ねらい,池袋,東池袋交番,131164.0,東京都,豊島区,東池袋３丁目,2021/8/19,17,駐車（輪）場,駐車（輪）場,その他
444,窃盗,部品ねらい,池袋,池袋二又交番,131164.0,東京都,豊島区,池袋本町４丁目,2021/5/18,13,駐車（輪）場,駐車（輪）場,その他
445,窃盗,部品ねらい,池袋,池袋本町交番,131164.0,東京都,豊島区,池袋本町４丁目,2021/9/30,19,道路上,その他,その他
446,窃盗,部品ねらい,池袋,池袋駅西口交番,131164.0,東京都,豊島区,西池袋３丁目,2020/7/1,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
447,窃盗,部品ねらい,目白,千川交番,131164.0,東京都,豊島区,要町２丁目,2021/5/16,17,駐車（輪）場,駐車（輪）場,ナンバープレート
448,窃盗,部品ねらい,目白,千川交番,131164.0,東京都,豊島区,要町２丁目,2021/11/15,10,一戸建住宅,駐車（輪）場,その他
449,窃盗,部品ねらい,目白,千登世橋交番,131164.0,東京都,豊島区,雑司が谷２丁目,2021/7/8,19,その他の住宅（３階建て以下共同住宅等）,その他,カーナビ
450,窃盗,部品ねらい,目白,千登世橋交番,131164.0,東京都,豊島区,高田１丁目,2021/8/21,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
451,窃盗,部品ねらい,目白,南池袋交番,131164.0,東京都,豊島区,南池袋２丁目,2021/1/21,11,駐車（輪）場,駐車（輪）場,その他
452,窃盗,部品ねらい,目白,南長崎交番,131164.0,東京都,豊島区,南長崎２丁目,2021/2/5,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
453,窃盗,部品ねらい,目白,南長崎交番,131164.0,東京都,豊島区,南長崎３丁目,2021/5/16,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
454,窃盗,部品ねらい,目白,東長崎駅前交番,131164.0,東京都,豊島区,長崎５丁目,2021/4/11,17,その他の住宅（３階建て以下共同住宅等）,その他,その他
455,窃盗,部品ねらい,目白,東長崎駅前交番,131164.0,東京都,豊島区,長崎６丁目,2021/4/28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
456,窃盗,部品ねらい,目白,目白駅前交番,131164.0,東京都,豊島区,目白３丁目,2021/12/18,17,一戸建住宅,駐車（輪）場,ナンバープレート
457,窃盗,部品ねらい,目白,要町交番,131164.0,東京都,豊島区,要町１丁目,2021/1/10,13,一戸建住宅,駐車（輪）場,その他
458,窃盗,部品ねらい,目白,雑司が谷交番,131164.0,東京都,豊島区,雑司が谷１丁目,2021/11/2,18,一戸建住宅,その他,その他
459,窃盗,部品ねらい,目白,雑司が谷交番,131164.0,東京都,豊島区,南池袋２丁目,2021/6/25,17,駐車（輪）場,駐車（輪）場,ナンバープレート
460,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,田端新町２丁目,2021/6/20,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
461,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,田端新町３丁目,2021/11/26,12,４階建て以上共同住宅,駐車（輪）場,その他
462,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,東田端１丁目,2021/6/21,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
463,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,東田端２丁目,2021/10/11,12,駐車（輪）場,駐車（輪）場,その他
464,窃盗,部品ねらい,滝野川,東田端交番,131172.0,東京都,北区,東田端２丁目,2021/11/20,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
465,窃盗,部品ねらい,滝野川,板橋駅東口交番,131172.0,東京都,北区,滝野川７丁目,2021/1/11,15,駐車（輪）場,駐車（輪）場,ナンバープレート
466,窃盗,部品ねらい,滝野川,飛鳥山交番,131172.0,東京都,北区,西ケ原３丁目,2021/2/12,19,４階建て以上共同住宅,駐車（輪）場,その他
467,窃盗,部品ねらい,王子,十条仲原交番,131172.0,東京都,北区,十条仲原３丁目,2021/9/16,18,４階建て以上共同住宅,駐車（輪）場,その他
468,窃盗,部品ねらい,王子,十条仲原交番,131172.0,東京都,北区,東十条６丁目,2021/6/24,19,その他の住宅（３階建て以下共同住宅等）,その他,その他
469,窃盗,部品ねらい,王子,東十条交番,131172.0,東京都,北区,王子３丁目,2021/9/17,12,道路上,その他,タイヤ・ホイール
470,窃盗,部品ねらい,王子,東十条交番,131172.0,東京都,北区,王子５丁目,2021/7/23,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
471,窃盗,部品ねらい,王子,東十条交番,131172.0,東京都,北区,王子５丁目,2021/12/14,13,４階建て以上共同住宅,駐車（輪）場,その他
472,窃盗,部品ねらい,王子,東十条交番,131172.0,東京都,北区,東十条４丁目,2021/2/28,17,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
473,窃盗,部品ねらい,王子,王子五丁目交番,131172.0,東京都,北区,王子５丁目,2021/4/28,19,４階建て以上共同住宅,駐車（輪）場,その他
474,窃盗,部品ねらい,王子,王子駅前交番,131172.0,東京都,北区,豊島１丁目,2020/11/1,11,４階建て以上共同住宅,駐車（輪）場,その他
475,窃盗,部品ねらい,王子,豊島五丁目駐在所,131172.0,東京都,北区,豊島５丁目,2021/9/3,20,４階建て以上共同住宅,駐車（輪）場,その他
476,窃盗,部品ねらい,王子,豊島五丁目駐在所,131172.0,東京都,北区,豊島５丁目,2021/12/15,11,４階建て以上共同住宅,駐車（輪）場,その他
477,窃盗,部品ねらい,王子,豊島五丁目駐在所,131172.0,東京都,北区,豊島８丁目,2021/8/14,21,４階建て以上共同住宅,駐車（輪）場,その他
478,窃盗,部品ねらい,赤羽,志茂四丁目交番,131172.0,東京都,北区,志茂３丁目,2021/12/23,14,その他の住宅（３階建て以下共同住宅等）,その他,その他
479,窃盗,部品ねらい,赤羽,志茂四丁目交番,131172.0,東京都,北区,志茂４丁目,2021/8/25,17,４階建て以上共同住宅,駐車（輪）場,その他
480,窃盗,部品ねらい,赤羽,法善寺交番,131172.0,東京都,北区,赤羽台２丁目,2021/5/12,10,４階建て以上共同住宅,駐車（輪）場,その他
481,窃盗,部品ねらい,赤羽,法善寺交番,131172.0,東京都,北区,赤羽台４丁目,2021/9/24,13,その他,駐車（輪）場,その他
482,窃盗,部品ねらい,赤羽,法善寺交番,131172.0,東京都,北区,赤羽西５丁目,2021/5/16,14,４階建て以上共同住宅,駐車（輪）場,その他
483,窃盗,部品ねらい,赤羽,法善寺交番,131172.0,東京都,北区,赤羽西６丁目,2021/11/15,9,駐車（輪）場,駐車（輪）場,その他
484,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/4/24,21,４階建て以上共同住宅,その他,その他
485,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/10/30,18,駐車（輪）場,駐車（輪）場,その他
486,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/11/4,16,４階建て以上共同住宅,駐車（輪）場,その他
487,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/11/4,18,４階建て以上共同住宅,駐車（輪）場,その他
488,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/11/27,12,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
489,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/12/10,17,その他の住宅（３階建て以下共同住宅等）,その他,その他
490,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/12/10,23,４階建て以上共同住宅,駐車（輪）場,その他
491,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間１丁目,2021/12/11,1,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
492,窃盗,部品ねらい,赤羽,浮間交番,131172.0,東京都,北区,浮間２丁目,2021/12/10,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
493,窃盗,部品ねらい,赤羽,西が丘交番,131172.0,東京都,北区,赤羽西６丁目,2021/10/5,14,４階建て以上共同住宅,駐車（輪）場,その他
494,窃盗,部品ねらい,赤羽,赤羽北交番,131172.0,東京都,北区,赤羽北２丁目,2021/6/1,18,４階建て以上共同住宅,駐車（輪）場,その他
495,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,赤羽１丁目,2021/1/1,15,駐車（輪）場,駐車（輪）場,その他
496,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,赤羽１丁目,2021/3/30,14,道路上,その他,その他
497,窃盗,部品ねらい,赤羽,赤羽駅前交番,131172.0,東京都,北区,赤羽２丁目,2021/12/20,17,その他の住宅（３階建て以下共同住宅等）,その他,その他
498,窃盗,部品ねらい,板橋,上板橋駅前交番,131199.0,東京都,板橋区,上板橋１丁目,2021/12/15,9,駐車（輪）場,駐車（輪）場,ナンバープレート
499,窃盗,部品ねらい,板橋,中板橋交番,131199.0,東京都,板橋区,双葉町,2021/4/14,2,その他,その他,ナンバープレート
500,窃盗,部品ねらい,板橋,富士見交番,131199.0,東京都,板橋区,富士見町,2021/7/31,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
501,窃盗,部品ねらい,板橋,常盤台交番,131199.0,東京都,板橋区,常盤台１丁目,2021/6/14,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
502,窃盗,部品ねらい,板橋,平尾交番,131199.0,東京都,板橋区,板橋１丁目,2021/1/7,17,駐車（輪）場,駐車（輪）場,ナンバープレート
503,窃盗,部品ねらい,板橋,平尾交番,131199.0,東京都,板橋区,板橋１丁目,2021/6/5,22,４階建て以上共同住宅,駐車（輪）場,その他
504,窃盗,部品ねらい,板橋,平尾交番,131199.0,東京都,板橋区,板橋２丁目,2021/1/11,11,４階建て以上共同住宅,駐車（輪）場,その他
505,窃盗,部品ねらい,板橋,東山町交番,131199.0,東京都,板橋区,大谷口北町,2021/2/23,18,一戸建住宅,駐車（輪）場,ナンバープレート
506,窃盗,部品ねらい,板橋,桜川三丁目駐在所,131199.0,東京都,板橋区,桜川１丁目,2021/3/26,14,その他,駐車（輪）場,その他
507,窃盗,部品ねらい,板橋,茂呂交番,131199.0,東京都,板橋区,小茂根１丁目,2021/11/8,20,４階建て以上共同住宅,駐車（輪）場,その他
508,窃盗,部品ねらい,板橋,養育院前交番,131199.0,東京都,板橋区,大山東町,2021/1/10,13,駐車（輪）場,駐車（輪）場,ナンバープレート
509,窃盗,部品ねらい,板橋,養育院前交番,131199.0,東京都,板橋区,大山東町,2021/1/14,12,駐車（輪）場,駐車（輪）場,ナンバープレート
510,窃盗,部品ねらい,志村,前野町交番,131199.0,東京都,板橋区,前野町２丁目,2021/6/17,22,４階建て以上共同住宅,駐車（輪）場,その他
511,窃盗,部品ねらい,志村,前野町交番,131199.0,東京都,板橋区,前野町２丁目,2021/11/14,7,４階建て以上共同住宅,駐車（輪）場,その他
512,窃盗,部品ねらい,志村,坂上交番,131199.0,東京都,板橋区,坂下１丁目,2021/6/3,7,４階建て以上共同住宅,駐車（輪）場,その他
513,窃盗,部品ねらい,志村,坂上交番,131199.0,東京都,板橋区,坂下１丁目,2021/7/11,14,４階建て以上共同住宅,駐車（輪）場,その他
514,窃盗,部品ねらい,志村,坂下交番,131199.0,東京都,板橋区,坂下２丁目,2021/9/3,15,その他,その他,その他
515,窃盗,部品ねらい,志村,坂下交番,131199.0,東京都,板橋区,東坂下２丁目,2021/9/11,20,４階建て以上共同住宅,駐車（輪）場,その他
516,窃盗,部品ねらい,志村,坂下交番,131199.0,東京都,板橋区,舟渡１丁目,2021/2/23,5,駐車（輪）場,駐車（輪）場,ナンバープレート
517,窃盗,部品ねらい,志村,坂下交番,131199.0,東京都,板橋区,舟渡２丁目,2021/8/22,14,駐車（輪）場,駐車（輪）場,ナンバープレート
518,窃盗,部品ねらい,志村,小豆沢交番,131199.0,東京都,板橋区,小豆沢１丁目,2021/10/17,14,道路上,その他,その他
519,窃盗,部品ねらい,志村,小豆沢交番,131199.0,東京都,板橋区,小豆沢２丁目,2021/7/25,20,駐車（輪）場,駐車（輪）場,ナンバープレート
520,窃盗,部品ねらい,志村,清水町交番,131199.0,東京都,板橋区,宮本町,2021/2/1,16,一戸建住宅,その他,その他
521,窃盗,部品ねらい,練馬,富士見台駅前交番,131202.0,東京都,練馬区,貫井２丁目,2021/6/18,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
522,窃盗,部品ねらい,練馬,小竹町交番,131202.0,東京都,練馬区,小竹町１丁目,2021/11/19,14,４階建て以上共同住宅,駐車（輪）場,その他
523,窃盗,部品ねらい,練馬,小竹町交番,131202.0,東京都,練馬区,小竹町２丁目,2021/6/7,16,駐車（輪）場,駐車（輪）場,ナンバープレート
524,窃盗,部品ねらい,練馬,早宮交番,131202.0,東京都,練馬区,早宮２丁目,2017/8/13,12,一戸建住宅,駐車（輪）場,ナンバープレート
525,窃盗,部品ねらい,練馬,桜台交番,131202.0,東京都,練馬区,桜台２丁目,2021/4/4,22,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
526,窃盗,部品ねらい,練馬,桜台交番,131202.0,東京都,練馬区,桜台４丁目,2021/10/6,23,一戸建住宅,駐車（輪）場,その他
527,窃盗,部品ねらい,練馬,氷川台駐在所,131202.0,東京都,練馬区,氷川台２丁目,2021/1/28,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
528,窃盗,部品ねらい,練馬,氷川台駐在所,131202.0,東京都,練馬区,氷川台２丁目,2021/12/19,15,駐車（輪）場,駐車（輪）場,その他
529,窃盗,部品ねらい,練馬,氷川神社前交番,131202.0,東京都,練馬区,豊玉中１丁目,2021/4/24,18,４階建て以上共同住宅,駐車（輪）場,その他
530,窃盗,部品ねらい,練馬,江古田駅前交番,131202.0,東京都,練馬区,旭丘１丁目,2021/3/11,14,４階建て以上共同住宅,駐車（輪）場,その他
531,窃盗,部品ねらい,練馬,練馬駅前交番,131202.0,東京都,練馬区,豊玉北６丁目,2021/2/11,10,その他,駐車（輪）場,その他
532,窃盗,部品ねらい,練馬,練馬駅前交番,131202.0,東京都,練馬区,練馬１丁目,2021/2/14,6,駐車（輪）場,駐車（輪）場,その他
533,窃盗,部品ねらい,石神井,上石神井駅前交番,131202.0,東京都,練馬区,上石神井４丁目,2021/2/25,4,駐車（輪）場,駐車（輪）場,その他
534,窃盗,部品ねらい,石神井,北大泉交番,131202.0,東京都,練馬区,大泉町１丁目,2021/9/19,10,一戸建住宅,その他,ナンバープレート
535,窃盗,部品ねらい,石神井,北大泉交番,131202.0,東京都,練馬区,大泉町１丁目,2021/9/29,19,駐車（輪）場,駐車（輪）場,ナンバープレート
536,窃盗,部品ねらい,石神井,北大泉交番,131202.0,東京都,練馬区,大泉町２丁目,2021/9/20,21,駐車（輪）場,駐車（輪）場,ナンバープレート
537,窃盗,部品ねらい,石神井,北大泉交番,131202.0,東京都,練馬区,大泉町４丁目,2021/10/18,16,一戸建住宅,その他,その他
538,窃盗,部品ねらい,石神井,南大泉交番,131202.0,東京都,練馬区,東大泉７丁目,2021/5/1,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
539,窃盗,部品ねらい,石神井,南大泉交番,131202.0,東京都,練馬区,東大泉７丁目,2021/8/30,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
540,窃盗,部品ねらい,石神井,南大泉交番,131202.0,東京都,練馬区,南大泉４丁目,2021/7/3,21,一戸建住宅,駐車（輪）場,その他
541,窃盗,部品ねらい,石神井,大泉学園交番,131202.0,東京都,練馬区,大泉学園町１丁目,2021/2/21,12,一戸建住宅,駐車（輪）場,その他
542,窃盗,部品ねらい,石神井,大泉学園交番,131202.0,東京都,練馬区,大泉学園町２丁目,2021/8/24,11,その他,駐車（輪）場,その他
