,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
300,窃盗,オートバイ盗,青梅,新町交番,132055.0,東京都,青梅市,新町７丁目,2019-03-09,07,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
301,窃盗,オートバイ盗,青梅,今井駐在所,132055.0,東京都,青梅市,藤橋３丁目,2019-08-08,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
302,窃盗,オートバイ盗,青梅,河辺駅前交番,132055.0,東京都,青梅市,河辺町１０丁目,2019-03-06,11,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
303,窃盗,オートバイ盗,五日市,山田駐在所,132284.0,東京都,あきる野市,伊奈,2019-02-06,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
304,窃盗,オートバイ盗,五日市,平井駐在所,133051.0,東京都,日の出町,大字平井,2019-02-23,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
305,窃盗,オートバイ盗,五日市,平井駐在所,133051.0,東京都,日の出町,大字平井,2019-05-28,19,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
306,窃盗,オートバイ盗,福生,福生駅前交番,132187.0,東京都,福生市,本町,2019-08-06,23,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
307,窃盗,オートバイ盗,福生,下福生駐在所,132187.0,東京都,福生市,大字熊川,2019-03-03,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
308,窃盗,オートバイ盗,福生,下福生駐在所,132187.0,東京都,福生市,大字熊川,2019-11-18,08,その他,キーあり,なし,原動機付自転車（50cc以下）
309,窃盗,オートバイ盗,福生,羽村駅前交番,132276.0,東京都,羽村市,神明台１丁目,2019-05-30,08,その他,キーあり,なし,原動機付自転車（50cc以下）
310,窃盗,オートバイ盗,福生,野辺駐在所,132284.0,東京都,あきる野市,野辺,2019-01-25,23,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
311,窃盗,オートバイ盗,福生,二宮駐在所,132284.0,東京都,あきる野市,平沢東１丁目,2019-02-12,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
312,窃盗,オートバイ盗,福生,渕上駐在所,132284.0,東京都,あきる野市,引田,2019-09-03,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
313,窃盗,オートバイ盗,福生,五ノ神駐在所,132276.0,東京都,羽村市,五ノ神２丁目,2019-11-01,15,一戸建住宅,キーあり,なし,自動二輪（50cc超）
314,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,秋川１丁目,2019-03-05,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
315,窃盗,オートバイ盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,原小宮２丁目,2019-10-16,23,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
316,窃盗,オートバイ盗,八王子,富士森交番,132012.0,東京都,八王子市,緑町,2019-02-19,20,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
317,窃盗,オートバイ盗,八王子,富士森交番,132012.0,東京都,八王子市,緑町,2019-12-29,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
318,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,子安町１丁目,2019-08-20,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
319,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,子安町１丁目,2019-08-31,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
320,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,子安町３丁目,2019-11-08,20,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
321,窃盗,オートバイ盗,八王子,八王子駅南口交番,132012.0,東京都,八王子市,万町,2019-02-14,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
322,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,旭町,2019-05-03,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
323,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,旭町,2019-06-07,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
324,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,旭町,2019-06-11,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
325,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,旭町,2019-07-06,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
326,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,旭町,2019-07-23,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
327,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,旭町,2019-10-03,08,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
328,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,旭町,2019-10-17,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
329,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,東町,2019-08-26,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
330,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,東町,2019-11-04,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
331,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,中町,2019-11-12,19,道路上,キーあり,なし,自動二輪（50cc超）
332,窃盗,オートバイ盗,八王子,八王子駅北口交番,132012.0,東京都,八王子市,明神町３丁目,2019-02-22,07,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
333,窃盗,オートバイ盗,八王子,稲荷坂交番,132012.0,東京都,八王子市,中野山王２丁目,2019-09-07,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
334,窃盗,オートバイ盗,八王子,稲荷坂交番,132012.0,東京都,八王子市,中野山王３丁目,2013-11-30,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
335,窃盗,オートバイ盗,八王子,小宮町駐在所,132012.0,東京都,八王子市,小宮町,2019-01-12,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
336,窃盗,オートバイ盗,八王子,小宮町駐在所,132012.0,東京都,八王子市,小宮町,2019-01-17,10,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
337,窃盗,オートバイ盗,八王子,小宮町駐在所,132012.0,東京都,八王子市,小宮町,2019-03-30,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
338,窃盗,オートバイ盗,八王子,犬目交番,132012.0,東京都,八王子市,楢原町,2019-08-09,19,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
339,窃盗,オートバイ盗,八王子,下川口駐在所,132012.0,東京都,八王子市,川口町,2019-05-23,11,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
340,窃盗,オートバイ盗,八王子,北八王子交番,132012.0,東京都,八王子市,石川町,2019-11-06,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
341,窃盗,オートバイ盗,八王子,北八王子交番,132012.0,東京都,八王子市,高倉町,2019-08-07,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
342,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,原町田６丁目,2019-06-20,12,その他,キーあり,なし,原動機付自転車（50cc以下）
343,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,原町田６丁目,2019-10-16,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
344,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,森野１丁目,2019-08-24,23,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
345,窃盗,オートバイ盗,町田,町田駅前交番,132098.0,東京都,町田市,森野２丁目,2019-04-25,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
346,窃盗,オートバイ盗,町田,中町交番,132098.0,東京都,町田市,中町１丁目,2019-12-21,23,その他,キーあり,なし,原動機付自転車（50cc以下）
347,窃盗,オートバイ盗,町田,原町田交番,132098.0,東京都,町田市,原町田１丁目,2019-11-15,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
348,窃盗,オートバイ盗,町田,原町田交番,132098.0,東京都,町田市,原町田４丁目,2019-05-22,22,その他,キーあり,なし,自動二輪（50cc超）
349,窃盗,オートバイ盗,町田,原町田交番,132098.0,東京都,町田市,原町田４丁目,2019-08-12,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
350,窃盗,オートバイ盗,町田,原町田交番,132098.0,東京都,町田市,原町田６丁目,2019-07-29,10,道路上,キーあり,なし,原動機付自転車（50cc以下）
351,窃盗,オートバイ盗,町田,鶴間交番,132098.0,東京都,町田市,金森４丁目,2019-04-12,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
352,窃盗,オートバイ盗,町田,大蔵駐在所,132098.0,東京都,町田市,大蔵町,2019-08-16,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
353,窃盗,オートバイ盗,町田,真光寺駐在所,132098.0,東京都,町田市,広袴１丁目,2018-05-21,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
354,窃盗,オートバイ盗,町田,野津田駐在所,132098.0,東京都,町田市,薬師台２丁目,2019-11-25,23,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
355,窃盗,オートバイ盗,町田,図師駐在所,132098.0,東京都,町田市,図師町,2019-09-16,06,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
356,窃盗,オートバイ盗,町田,木曽交番,132098.0,東京都,町田市,木曽東１丁目,2018-06-22,10,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
357,窃盗,オートバイ盗,町田,小山田駐在所,132098.0,東京都,町田市,下小山田町,2019-12-26,13,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
358,窃盗,オートバイ盗,町田,鶴川交番,132098.0,東京都,町田市,鶴川２丁目,2019-03-16,23,一戸建住宅,キーあり,なし,自動二輪（50cc超）
359,窃盗,オートバイ盗,町田,鶴川交番,132098.0,東京都,町田市,鶴川４丁目,2019-10-14,16,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
360,窃盗,オートバイ盗,町田,鶴川交番,132098.0,東京都,町田市,鶴川４丁目,2019-10-16,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
361,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2019-01-27,15,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
362,窃盗,オートバイ盗,町田,山崎交番,132098.0,東京都,町田市,山崎町,2019-09-26,17,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
363,窃盗,オートバイ盗,町田,成瀬駅前交番,132098.0,東京都,町田市,小川２丁目,2019-10-18,22,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
364,窃盗,オートバイ盗,町田,成瀬駅前交番,132098.0,東京都,町田市,小川３丁目,2019-09-06,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
365,窃盗,オートバイ盗,町田,忠生駐在所,132098.0,東京都,町田市,忠生２丁目,2019-10-04,14,道路上,キーあり,なし,自動二輪（50cc超）
366,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,山崎町,2019-11-11,21,４階建て以上共同住宅,キーあり,あり,原動機付自転車（50cc以下）
367,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,木曽西３丁目,2017-10-01,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
368,窃盗,オートバイ盗,町田,忠生地区交番,132098.0,東京都,町田市,木曽西４丁目,2019-09-10,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
369,窃盗,オートバイ盗,日野,豊田駅前交番,132128.0,東京都,日野市,東平山３丁目,2019-09-02,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
370,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128.0,東京都,日野市,高幡,2019-01-18,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
371,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128.0,東京都,日野市,高幡,2019-11-20,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
372,窃盗,オートバイ盗,昭島,昭島駅前交番,132071.0,東京都,昭島市,朝日町２丁目,2019-11-14,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
373,窃盗,オートバイ盗,昭島,大神駐在所,132071.0,東京都,昭島市,田中町３丁目,2019-05-08,19,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
374,窃盗,オートバイ盗,昭島,堀向駐在所,132071.0,東京都,昭島市,田中町,2019-11-09,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
375,窃盗,オートバイ盗,昭島,堀向駐在所,132071.0,東京都,昭島市,田中町,2019-11-25,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
376,窃盗,オートバイ盗,昭島,東中神駅前交番,132071.0,東京都,昭島市,中神町,2019-07-03,00,道路上,キーあり,あり,原動機付自転車（50cc以下）
377,窃盗,オートバイ盗,昭島,小荷田交番,132071.0,東京都,昭島市,緑町４丁目,2019-02-05,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
378,窃盗,オートバイ盗,立川,錦町交番,132021.0,東京都,立川市,錦町３丁目,2019-08-03,02,道路上,キーあり,なし,原動機付自転車（50cc以下）
379,窃盗,オートバイ盗,立川,立日橋交番,132021.0,東京都,立川市,錦町６丁目,2019-03-08,03,一戸建住宅,キーあり,あり,原動機付自転車（50cc以下）
380,窃盗,オートバイ盗,立川,立川駅北口交番,132021.0,東京都,立川市,曙町１丁目,2019-04-26,21,道路上,キーあり,なし,原動機付自転車（50cc以下）
381,窃盗,オートバイ盗,立川,谷保交番,132152.0,東京都,国立市,谷保,2019-04-19,16,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
382,窃盗,オートバイ盗,立川,天王橋交番,132021.0,東京都,立川市,上砂町５丁目,2019-11-09,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
383,窃盗,オートバイ盗,立川,砂川四番交番,132021.0,東京都,立川市,上砂町１丁目,2019-03-20,17,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
384,窃盗,オートバイ盗,府中,東府中駅前交番,132063.0,東京都,府中市,清水が丘２丁目,2018-12-01,不明,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
385,窃盗,オートバイ盗,府中,東府中駅前交番,132063.0,東京都,府中市,若松町２丁目,2019-09-30,11,道路上,キーあり,なし,原動機付自転車（50cc以下）
386,窃盗,オートバイ盗,府中,是政交番,132063.0,東京都,府中市,小柳町５丁目,2019-01-23,20,一戸建住宅,キーあり,なし,自動二輪（50cc超）
387,窃盗,オートバイ盗,府中,第五中学校前交番,132063.0,東京都,府中市,新町３丁目,2019-08-13,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
388,窃盗,オートバイ盗,府中,第五中学校前交番,132063.0,東京都,府中市,新町３丁目,2019-08-28,18,道路上,キーあり,なし,原動機付自転車（50cc以下）
389,窃盗,オートバイ盗,府中,分梅駐在所,132063.0,東京都,府中市,分梅町２丁目,2019-09-27,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
390,窃盗,オートバイ盗,府中,大国魂交番,132063.0,東京都,府中市,宮西町２丁目,2019-10-18,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
391,窃盗,オートバイ盗,府中,四谷駐在所,132063.0,東京都,府中市,四谷３丁目,2018-10-30,16,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
392,窃盗,オートバイ盗,小金井,国分寺駅北口交番,132144.0,東京都,国分寺市,本町２丁目,2019-03-12,21,その他,キーあり,あり,原動機付自転車（50cc以下）
393,窃盗,オートバイ盗,小金井,貫井北町交番,132101.0,東京都,小金井市,本町４丁目,2018-05-01,00,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
394,窃盗,オートバイ盗,小金井,貫井南町交番,132144.0,東京都,国分寺市,東元町１丁目,2019-08-26,17,道路上,キーあり,なし,自動二輪（50cc超）
395,窃盗,オートバイ盗,小金井,西国分寺駅前交番,132144.0,東京都,国分寺市,泉町３丁目,2019-09-29,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
396,窃盗,オートバイ盗,小金井,西国分寺駅前交番,132144.0,東京都,国分寺市,西恋ヶ窪２丁目,2019-09-10,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
397,窃盗,オートバイ盗,田無,田無駅前交番,132292.0,東京都,西東京市,芝久保町１丁目,2019-11-03,09,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
398,窃盗,オートバイ盗,田無,柳沢駅前交番,132292.0,東京都,西東京市,柳沢１丁目,2019-11-10,08,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
399,窃盗,オートバイ盗,田無,南沢交番,132225.0,東京都,東久留米市,本町２丁目,2019-06-27,05,その他,キーあり,なし,原動機付自転車（50cc以下）
400,窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292.0,東京都,西東京市,谷戸町２丁目,2019-06-03,13,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
401,窃盗,オートバイ盗,田無,下保谷駐在所,132292.0,東京都,西東京市,北町２丁目,2019-03-06,23,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
402,窃盗,オートバイ盗,田無,下保谷駐在所,132292.0,東京都,西東京市,北町５丁目,2019-05-13,23,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
403,窃盗,オートバイ盗,東村山,清瀬駅前交番,132217.0,東京都,清瀬市,元町１丁目,2019-05-15,10,道路上,キーあり,なし,自動二輪（50cc超）
404,窃盗,オートバイ盗,東村山,廻田駐在所,132136.0,東京都,東村山市,多摩湖町４丁目,2019-05-08,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
405,窃盗,オートバイ盗,東村山,青葉駐在所,132136.0,東京都,東村山市,青葉町１丁目,2019-10-26,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
406,窃盗,オートバイ盗,武蔵野,吉祥寺駅西口交番,132039.0,東京都,武蔵野市,吉祥寺南町１丁目,2019-07-29,05,道路上,キーあり,あり,原動機付自転車（50cc以下）
407,窃盗,オートバイ盗,三鷹,中仙川交番,132047.0,東京都,三鷹市,中原１丁目,2019-03-31,19,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
408,窃盗,オートバイ盗,三鷹,中原駐在所,132047.0,東京都,三鷹市,中原３丁目,2019-02-23,09,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
409,窃盗,オートバイ盗,三鷹,北野駐在所,132047.0,東京都,三鷹市,北野３丁目,2019-09-08,07,道路上,キーあり,なし,原動機付自転車（50cc以下）
410,窃盗,オートバイ盗,三鷹,上連雀交番,132047.0,東京都,三鷹市,上連雀６丁目,2019-02-27,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
411,窃盗,オートバイ盗,調布,下石原交番,132080.0,東京都,調布市,下石原３丁目,2018-08-17,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
412,窃盗,オートバイ盗,調布,つつじケ丘駅前交番,132080.0,東京都,調布市,西つつじケ丘３丁目,2019-01-12,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
413,窃盗,オートバイ盗,調布,京王多摩川駅前交番,132080.0,東京都,調布市,多摩川３丁目,2019-12-13,06,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
414,窃盗,オートバイ盗,調布,中和泉交番,132195.0,東京都,狛江市,和泉本町４丁目,2019-11-22,22,道路上,キーあり,なし,原動機付自転車（50cc以下）
415,窃盗,オートバイ盗,調布,狛江交番,132195.0,東京都,狛江市,東和泉１丁目,2019-07-06,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
416,窃盗,オートバイ盗,調布,岩戸交番,132195.0,東京都,狛江市,岩戸北３丁目,2019-03-15,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
417,窃盗,オートバイ盗,調布,小覚交番,132080.0,東京都,調布市,入間町１丁目,2019-03-16,20,その他,キーあり,なし,自動二輪（50cc超）
418,窃盗,オートバイ盗,調布,小覚交番,132195.0,東京都,狛江市,東野川３丁目,2019-07-25,08,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
419,窃盗,オートバイ盗,調布,多摩川住宅交番,132080.0,東京都,調布市,染地３丁目,2019-04-06,11,道路上,キーあり,なし,原動機付自転車（50cc以下）
420,窃盗,オートバイ盗,調布,多摩川住宅交番,132195.0,東京都,狛江市,西和泉１丁目,2019-01-14,14,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
421,窃盗,オートバイ盗,調布,調布駅前交番,132080.0,東京都,調布市,小島町１丁目,2019-06-20,19,道路上,キーあり,なし,自動二輪（50cc超）
422,窃盗,オートバイ盗,小平,花小金井駅前交番,132110.0,東京都,小平市,花小金井７丁目,2018-02-28,14,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
423,窃盗,オートバイ盗,小平,上宿交番,132110.0,東京都,小平市,小川町１丁目,2019-07-20,不明,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
424,窃盗,オートバイ盗,深川,住吉交番,131083.0,東京都,江東区,住吉１丁目,2018-07-02,06,道路上,キーなし,なし,原動機付自転車（50cc以下）
425,窃盗,オートバイ盗,深川,豊洲交番,131083.0,東京都,江東区,豊洲６丁目,2019-02-19,12,その他,キーなし,なし,原動機付自転車（50cc以下）
426,窃盗,オートバイ盗,深川,豊洲交番,131083.0,東京都,江東区,豊洲６丁目,2019-11-25,07,その他,キーなし,なし,原動機付自転車（50cc以下）
427,窃盗,オートバイ盗,深川,清澄庭園前交番,131083.0,東京都,江東区,深川２丁目,2019-08-07,18,その他,キーなし,なし,自動二輪（50cc超）
428,窃盗,オートバイ盗,麹町,飯田橋駅前交番,131016.0,東京都,千代田区,飯田橋３丁目,2019-04-15,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
429,窃盗,オートバイ盗,万世橋,神田駅交番,131016.0,東京都,千代田区,鍛冶町２丁目,2019-08-19,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
430,窃盗,オートバイ盗,月島,勝どき橋交番,131024.0,東京都,中央区,勝どき５丁目,2019-12-22,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
431,窃盗,オートバイ盗,愛宕,新橋三丁目交番,131032.0,東京都,港区,東新橋２丁目,2018-05-10,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
432,窃盗,オートバイ盗,麻布,六本木六丁目交番,131032.0,東京都,港区,六本木６丁目,2019-02-23,18,道路上,キーなし,なし,自動二輪（50cc超）
433,窃盗,オートバイ盗,麻布,六本木六丁目交番,131032.0,東京都,港区,六本木７丁目,2018-09-07,19,道路上,キーなし,なし,自動二輪（50cc超）
434,窃盗,オートバイ盗,東京湾岸,都橋交番,131083.0,東京都,江東区,東雲１丁目,2019-03-15,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
435,窃盗,オートバイ盗,東京湾岸,辰巳交番,131083.0,東京都,江東区,辰巳１丁目,2019-02-18,17,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
436,窃盗,オートバイ盗,品川,青物横丁駅前交番,131091.0,東京都,品川区,東品川４丁目,2018-03-14,06,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
437,窃盗,オートバイ盗,大井,八潮団地交番,131091.0,東京都,品川区,八潮５丁目,2019-06-10,不明,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
438,窃盗,オートバイ盗,大崎,大崎駅前交番,131091.0,東京都,品川区,大崎４丁目,2018-10-05,19,道路上,キーなし,なし,自動二輪（50cc超）
439,窃盗,オートバイ盗,大崎,西五反田交番,131091.0,東京都,品川区,西五反田３丁目,2019-07-21,21,道路上,キーなし,なし,自動二輪（50cc超）
440,窃盗,オートバイ盗,大崎,目黒駅前交番,131091.0,東京都,品川区,上大崎２丁目,2019-07-04,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
441,窃盗,オートバイ盗,荏原,荏原中延駅前交番,131091.0,東京都,品川区,東中延２丁目,2019-01-27,20,道路上,キーなし,なし,自動二輪（50cc超）
442,窃盗,オートバイ盗,荏原,武蔵小山交番,131091.0,東京都,品川区,小山３丁目,2019-10-09,20,道路上,キーなし,なし,自動二輪（50cc超）
443,窃盗,オートバイ盗,大森,大森西交番,131113.0,東京都,大田区,大森西２丁目,2019-07-12,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
444,窃盗,オートバイ盗,大森,大森海岸交番,131113.0,東京都,大田区,大森東１丁目,2019-05-06,23,その他,キーなし,なし,自動二輪（50cc超）
445,窃盗,オートバイ盗,田園調布,石川台交番,131113.0,東京都,大田区,南雪谷１丁目,2018-12-25,20,道路上,キーなし,なし,自動二輪（50cc超）
446,窃盗,オートバイ盗,田園調布,大岡山駅前交番,131113.0,東京都,大田区,北千束３丁目,2019-04-18,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
447,窃盗,オートバイ盗,田園調布,多摩川台駐在所,131113.0,東京都,大田区,田園調布５丁目,2018-09-30,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
448,窃盗,オートバイ盗,蒲田,京急蒲田駅前交番,131113.0,東京都,大田区,蒲田４丁目,2019-04-22,15,道路上,キーなし,なし,自動二輪（50cc超）
449,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113.0,東京都,大田区,蒲田５丁目,2019-01-19,22,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
450,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113.0,東京都,大田区,蒲田５丁目,2019-06-02,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
451,窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113.0,東京都,大田区,西蒲田６丁目,2019-08-12,09,道路上,キーなし,なし,自動二輪（50cc超）
452,窃盗,オートバイ盗,蒲田,西六郷交番,131113.0,東京都,大田区,西六郷２丁目,2019-10-18,18,道路上,キーなし,なし,自動二輪（50cc超）
453,窃盗,オートバイ盗,蒲田,西六郷交番,131113.0,東京都,大田区,西六郷４丁目,2019-05-17,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
454,窃盗,オートバイ盗,蒲田,東六郷交番,131113.0,東京都,大田区,南六郷１丁目,2019-03-13,19,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
455,窃盗,オートバイ盗,蒲田,本羽田交番,131113.0,東京都,大田区,本羽田１丁目,2019-01-30,17,道路上,キーなし,なし,自動二輪（50cc超）
