,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
393,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2018-12-07,08,道路上,キーあり,なし,原動機付自転車（50cc以下）
394,窃盗,オートバイ盗,日野,高幡不動駅南口交番,132128,東京都,日野市,南平３丁目,2018-12-30,04,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
395,窃盗,オートバイ盗,昭島,堀向駐在所,132071,東京都,昭島市,田中町,2018-02-26,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
396,窃盗,オートバイ盗,立川,立川駅南口交番,132021,東京都,立川市,富士見町７丁目,2018-05-14,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
397,窃盗,オートバイ盗,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2012-12-11,18,道路上,キーあり,なし,原動機付自転車（50cc以下）
398,窃盗,オートバイ盗,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2018-05-28,17,その他,キーあり,なし,原動機付自転車（50cc以下）
399,窃盗,オートバイ盗,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2018-12-08,21,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
400,窃盗,オートバイ盗,立川,高松町交番,132021,東京都,立川市,高松町２丁目,2018-11-06,19,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
401,窃盗,オートバイ盗,立川,谷保交番,132152,東京都,国立市,谷保,2016-03-06,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
402,窃盗,オートバイ盗,立川,富士見町交番,132021,東京都,立川市,富士見町６丁目,2018-03-21,16,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
403,窃盗,オートバイ盗,立川,天王橋交番,132021,東京都,立川市,西砂町２丁目,2018-01-13,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
404,窃盗,オートバイ盗,立川,砂川四番交番,132021,東京都,立川市,砂川町５丁目,2018-05-17,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
405,窃盗,オートバイ盗,立川,砂川四番交番,132021,東京都,立川市,砂川町８丁目,2018-06-21,20,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
406,窃盗,オートバイ盗,立川,砂川八番交番,132021,東京都,立川市,幸町４丁目,2018-01-02,22,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
407,窃盗,オートバイ盗,立川,砂川八番交番,132021,東京都,立川市,栄町６丁目,2018-09-18,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
408,窃盗,オートバイ盗,府中,東府中駅前交番,132063,東京都,府中市,小柳町２丁目,2018-01-23,11,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
409,窃盗,オートバイ盗,府中,栄町交番,132063,東京都,府中市,幸町２丁目,2018-12-29,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
410,窃盗,オートバイ盗,小金井,前原交番,132101,東京都,小金井市,前原町２丁目,2018-01-20,19,その他の住宅（３階建て以下共同住宅等）,キーあり,あり,自動二輪（50cc超）
411,窃盗,オートバイ盗,小金井,貫井南町交番,132101,東京都,小金井市,貫井南町４丁目,2018-12-28,01,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
412,窃盗,オートバイ盗,小金井,国分寺駅南口交番,132144,東京都,国分寺市,南町３丁目,2018-06-01,12,その他,キーあり,なし,原動機付自転車（50cc以下）
413,窃盗,オートバイ盗,小金井,西国分寺駅前交番,132144,東京都,国分寺市,本町３丁目,2018-03-16,08,その他,キーあり,なし,原動機付自転車（50cc以下）
414,窃盗,オートバイ盗,田無,ひばりが丘団地交番,132225,東京都,東久留米市,南沢５丁目,2018-01-09,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
415,窃盗,オートバイ盗,田無,野火止交番,132225,東京都,東久留米市,八幡町１丁目,2018-12-20,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
416,窃盗,オートバイ盗,田無,滝山交番,132225,東京都,東久留米市,下里４丁目,2018-06-07,17,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
417,窃盗,オートバイ盗,田無,滝山交番,132225,東京都,東久留米市,滝山６丁目,2018-07-28,10,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
418,窃盗,オートバイ盗,田無,南沢交番,132225,東京都,東久留米市,本町３丁目,2018-02-25,13,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
419,窃盗,オートバイ盗,田無,前沢交番,132225,東京都,東久留米市,前沢３丁目,2018-02-11,11,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
420,窃盗,オートバイ盗,田無,前沢交番,132225,東京都,東久留米市,前沢３丁目,2018-03-18,18,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
421,窃盗,オートバイ盗,田無,上の原交番,132225,東京都,東久留米市,金山町２丁目,2018-07-17,23,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
422,窃盗,オートバイ盗,田無,下里駐在所,132225,東京都,東久留米市,下里４丁目,2018-09-21,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
423,窃盗,オートバイ盗,田無,東久留米駅前交番,132225,東京都,東久留米市,東本町,2018-05-24,20,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
424,窃盗,オートバイ盗,田無,東久留米駅前交番,132225,東京都,東久留米市,本町２丁目,2016-06-11,不明,道路上,キーあり,なし,自動二輪（50cc超）
425,窃盗,オートバイ盗,東村山,八坂交番,132136,東京都,東村山市,美住町１丁目,2018-10-28,21,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
426,窃盗,オートバイ盗,東村山,秋津三丁目交番,132136,東京都,東村山市,久米川町１丁目,2017-10-17,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
427,窃盗,オートバイ盗,東村山,中清戸駐在所,132217,東京都,清瀬市,上清戸１丁目,2018-11-20,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
428,窃盗,オートバイ盗,武蔵野,八幡宮西交番,132039,東京都,武蔵野市,吉祥寺北町１丁目,2018-06-17,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
429,窃盗,オートバイ盗,武蔵野,武蔵境駅南口交番,132039,東京都,武蔵野市,境南町３丁目,2018-12-11,03,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
430,窃盗,オートバイ盗,三鷹,中仙川交番,132047,東京都,三鷹市,中原２丁目,2018-11-14,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
431,窃盗,オートバイ盗,調布,下石原交番,132080,東京都,調布市,下石原２丁目,2018-10-04,15,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
432,窃盗,オートバイ盗,調布,下石原交番,132080,東京都,調布市,調布ケ丘３丁目,2018-01-12,12,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
433,窃盗,オートバイ盗,調布,京王多摩川駅前交番,132080,東京都,調布市,国領町４丁目,2018-06-30,22,道路上,キーあり,なし,原動機付自転車（50cc以下）
434,窃盗,オートバイ盗,調布,国領交番,132080,東京都,調布市,国領町３丁目,2018-08-31,07,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
435,窃盗,オートバイ盗,調布,宮の上駐在所,132080,東京都,調布市,柴崎２丁目,2018-03-14,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
436,窃盗,オートバイ盗,調布,狛江交番,132195,東京都,狛江市,和泉本町３丁目,2017-10-23,10,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
437,窃盗,オートバイ盗,調布,狛江交番,132195,東京都,狛江市,中和泉３丁目,2017-02-08,20,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
438,窃盗,オートバイ盗,調布,岩戸交番,132195,東京都,狛江市,岩戸南１丁目,2018-05-03,21,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
439,窃盗,オートバイ盗,調布,小覚交番,132195,東京都,狛江市,東野川１丁目,2018-11-25,00,一戸建住宅,キーあり,なし,自動二輪（50cc超）
440,窃盗,オートバイ盗,調布,調布駅前交番,132080,東京都,調布市,小島町２丁目,2018-06-16,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
441,窃盗,オートバイ盗,調布,調布駅前交番,132080,東京都,調布市,布田１丁目,2018-02-20,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
442,窃盗,オートバイ盗,小平,花小金井駅前交番,132110,東京都,小平市,花小金井１丁目,2018-01-28,21,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
443,窃盗,オートバイ盗,小平,小平駅前交番,132110,東京都,小平市,大沼町１丁目,2018-06-19,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
444,窃盗,オートバイ盗,小平,小川駅前交番,132110,東京都,小平市,小川西町２丁目,2018-07-29,14,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
445,窃盗,オートバイ盗,小平,小川駅前交番,132110,東京都,小平市,小川東町２丁目,2018-12-14,16,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
446,窃盗,オートバイ盗,小平,小川駅前交番,132110,東京都,小平市,小川町１丁目,2018-07-15,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
447,窃盗,オートバイ盗,小平,大沼町交番,132110,東京都,小平市,大沼町７丁目,2018-05-02,16,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
448,窃盗,オートバイ盗,小平,上宿交番,132110,東京都,小平市,中島町,2018-10-20,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
449,窃盗,オートバイ盗,新島,神津島南駐在所,133647,東京都,神津島村,,2018-09-09,20,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
450,窃盗,オートバイ盗,新島,神津島南駐在所,133647,東京都,神津島村,,2018-09-09,17,道路上,キーあり,なし,自動二輪（50cc超）
451,窃盗,オートバイ盗,中央,八重洲通交番,131024,東京都,中央区,八重洲２丁目,2015-07-01,00,道路上,キーなし,なし,自動二輪（50cc超）
452,窃盗,オートバイ盗,深川,森下交番,131083,東京都,江東区,森下３丁目,2018-07-06,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
453,窃盗,オートバイ盗,深川,東陽交番,131083,東京都,江東区,東陽４丁目,2018-03-20,12,道路上,キーなし,なし,自動二輪（50cc超）
454,窃盗,オートバイ盗,深川,千田交番,131083,東京都,江東区,扇橋２丁目,2018-12-14,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
455,窃盗,オートバイ盗,深川,千田交番,131083,東京都,江東区,千田,2018-07-31,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
456,窃盗,オートバイ盗,深川,清澄庭園前交番,131083,東京都,江東区,白河１丁目,2018-10-01,23,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
457,窃盗,オートバイ盗,麹町,九段下交番,131016,東京都,千代田区,九段南３丁目,2018-05-18,21,道路上,キーなし,なし,自動二輪（50cc超）
458,窃盗,オートバイ盗,丸の内,和田倉門外交番,131016,東京都,千代田区,大手町１丁目,2018-09-06,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
459,窃盗,オートバイ盗,築地,中央市場交番,131024,東京都,中央区,築地６丁目,2018-09-10,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
460,窃盗,オートバイ盗,愛宕,新橋駅前交番,131032,東京都,港区,東新橋１丁目,2018-01-17,09,道路上,キーなし,なし,自動二輪（50cc超）
461,窃盗,オートバイ盗,三田,田町駅東口交番,131032,東京都,港区,芝浦４丁目,2018-04-05,10,その他,キーなし,なし,自動二輪（50cc超）
462,窃盗,オートバイ盗,高輪,白金三光町交番,131032,東京都,港区,白金３丁目,2017-12-10,12,道路上,キーなし,なし,自動二輪（50cc超）
463,窃盗,オートバイ盗,麻布,一之橋交番,131032,東京都,港区,麻布十番３丁目,2013-08-01,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
464,窃盗,オートバイ盗,麻布,一之橋交番,131032,東京都,港区,麻布十番３丁目,2017-12-01,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
465,窃盗,オートバイ盗,麻布,盛岡町交番,131032,東京都,港区,南麻布４丁目,2018-05-29,14,道路上,キーなし,なし,自動二輪（50cc超）
466,窃盗,オートバイ盗,麻布,西麻布交番,131032,東京都,港区,西麻布２丁目,2018-05-15,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
467,窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,有明２丁目,2018-03-27,11,道路上,キーなし,なし,自動二輪（50cc超）
468,窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,有明３丁目,2018-08-12,07,道路上,キーなし,なし,自動二輪（50cc超）
469,窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2018-03-27,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
470,窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場４丁目,2018-04-08,10,道路上,キーなし,なし,自動二輪（50cc超）
471,窃盗,オートバイ盗,品川,天王洲交番,131091,東京都,品川区,東品川２丁目,2018-01-29,19,その他,キーなし,なし,原動機付自転車（50cc以下）
472,窃盗,オートバイ盗,品川,天王洲交番,131091,東京都,品川区,東品川２丁目,2018-02-02,10,その他,キーなし,なし,原動機付自転車（50cc以下）
473,窃盗,オートバイ盗,大井,鹿島神社前交番,131091,東京都,品川区,西大井３丁目,2018-11-08,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
474,窃盗,オートバイ盗,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2018-02-05,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
475,窃盗,オートバイ盗,大井,立会川交番,131091,東京都,品川区,東大井２丁目,2018-01-26,20,その他,キーなし,なし,自動二輪（50cc超）
476,窃盗,オートバイ盗,大井,南大井交番,131091,東京都,品川区,南大井６丁目,2018-01-23,17,道路上,キーなし,なし,原動機付自転車（50cc以下）
477,窃盗,オートバイ盗,大井,西大井駅前交番,131091,東京都,品川区,西大井１丁目,2018-09-11,00,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
478,窃盗,オートバイ盗,大井,西大井駅前交番,131091,東京都,品川区,西大井５丁目,2018-04-05,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
479,窃盗,オートバイ盗,大崎,五反田駅前交番,131091,東京都,品川区,東五反田１丁目,2018-01-22,01,道路上,キーなし,なし,自動二輪（50cc超）
480,窃盗,オートバイ盗,大崎,大崎駅前交番,131091,東京都,品川区,大崎１丁目,2018-04-12,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
481,窃盗,オートバイ盗,大崎,大崎駅前交番,131091,東京都,品川区,大崎５丁目,2016-08-15,12,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
482,窃盗,オートバイ盗,大崎,中原口交番,131091,東京都,品川区,西五反田８丁目,2018-02-25,13,道路上,キーなし,なし,原動機付自転車（50cc以下）
483,窃盗,オートバイ盗,大崎,西五反田交番,131091,東京都,品川区,西五反田３丁目,2018-09-29,18,道路上,キーなし,なし,原動機付自転車（50cc以下）
484,窃盗,オートバイ盗,大崎,目黒駅前交番,131091,東京都,品川区,上大崎１丁目,2018-08-02,15,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
485,窃盗,オートバイ盗,荏原,荏原中延駅前交番,131091,東京都,品川区,西中延２丁目,2018-02-19,00,その他,キーなし,なし,自動二輪（50cc超）
486,窃盗,オートバイ盗,荏原,二葉町交番,131091,東京都,品川区,西品川１丁目,2018-06-20,20,道路上,キーなし,なし,自動二輪（50cc超）
487,窃盗,オートバイ盗,荏原,旗の台交番,131091,東京都,品川区,旗の台２丁目,2018-05-18,01,道路上,キーなし,なし,原動機付自転車（50cc以下）
488,窃盗,オートバイ盗,荏原,旗の台交番,131091,東京都,品川区,旗の台６丁目,2013-02-04,不明,道路上,キーなし,なし,自動二輪（50cc超）
489,窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2018-01-12,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
490,窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2018-07-05,08,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
491,窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西１丁目,2018-03-22,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
492,窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2018-04-28,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
493,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2018-12-21,04,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
494,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2018-01-04,12,道路上,キーなし,なし,原動機付自転車（50cc以下）
495,窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北３丁目,2018-10-15,09,一戸建住宅,キーなし,あり,自動二輪（50cc超）
496,窃盗,オートバイ盗,大森,春日橋交番,131113,東京都,大田区,中央１丁目,2018-02-18,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
497,窃盗,オートバイ盗,大森,春日橋交番,131113,東京都,大田区,中央２丁目,2017-10-11,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
498,窃盗,オートバイ盗,大森,春日橋交番,131113,東京都,大田区,中央２丁目,2018-02-16,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
499,窃盗,オートバイ盗,大森,山王交番,131113,東京都,大田区,山王３丁目,2018-02-14,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
500,窃盗,オートバイ盗,大森,山王交番,131113,東京都,大田区,山王３丁目,2018-08-26,16,道路上,キーなし,なし,原動機付自転車（50cc以下）
501,窃盗,オートバイ盗,田園調布,石川台交番,131113,東京都,大田区,南雪谷２丁目,2018-02-17,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
502,窃盗,オートバイ盗,田園調布,道々橋交番,131113,東京都,大田区,東雪谷５丁目,2018-10-23,06,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
503,窃盗,オートバイ盗,田園調布,嶺駐在所,131113,東京都,大田区,北嶺町,2018-05-04,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
504,窃盗,オートバイ盗,田園調布,嶺駐在所,131113,東京都,大田区,北嶺町,2018-07-17,11,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
505,窃盗,オートバイ盗,田園調布,丸子橋交番,131113,東京都,大田区,田園調布南,2018-07-16,22,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
506,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田１丁目,2018-11-30,08,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
507,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2018-11-29,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
508,窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田本町２丁目,2018-11-07,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
509,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,新蒲田２丁目,2018-08-04,13,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
510,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2018-07-22,23,道路上,キーなし,なし,自動二輪（50cc超）
511,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2018-09-02,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
512,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2018-10-29,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
513,窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷１丁目,2018-08-04,11,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
514,窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2018-01-04,10,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
515,窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2018-01-10,21,道路上,キーなし,なし,自動二輪（50cc超）
516,窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,南六郷１丁目,2018-08-07,01,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
517,窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,羽田１丁目,2018-12-17,05,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
518,窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,羽田３丁目,2018-03-10,21,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
519,窃盗,オートバイ盗,蒲田,北糀谷交番,131113,東京都,大田区,北糀谷１丁目,2018-03-08,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
520,窃盗,オートバイ盗,蒲田,北糀谷交番,131113,東京都,大田区,北糀谷１丁目,2018-09-22,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
521,窃盗,オートバイ盗,蒲田,北糀谷交番,131113,東京都,大田区,北糀谷１丁目,2018-09-22,20,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
522,窃盗,オートバイ盗,蒲田,北糀谷交番,131113,東京都,大田区,西糀谷３丁目,2018-04-25,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
523,窃盗,オートバイ盗,蒲田,北糀谷交番,131113,東京都,大田区,東糀谷６丁目,2018-10-16,17,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
524,窃盗,オートバイ盗,池上,南馬込交番,131113,東京都,大田区,南馬込３丁目,2018-02-07,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
525,窃盗,オートバイ盗,池上,南馬込交番,131113,東京都,大田区,南馬込４丁目,2018-03-03,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
526,窃盗,オートバイ盗,池上,久が原交番,131113,東京都,大田区,久が原５丁目,2018-08-06,11,一戸建住宅,キーなし,なし,自動二輪（50cc超）
527,窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上３丁目,2018-07-20,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
528,窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上６丁目,2018-02-07,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
529,窃盗,オートバイ盗,池上,蓮沼交番,131113,東京都,大田区,西蒲田３丁目,2018-03-07,08,一戸建住宅,キーなし,あり,自動二輪（50cc超）
530,窃盗,オートバイ盗,池上,蓮沼交番,131113,東京都,大田区,東矢口３丁目,2015-08-01,00,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
531,窃盗,オートバイ盗,池上,千鳥交番,131113,東京都,大田区,久が原５丁目,2018-06-25,06,道路上,キーなし,なし,自動二輪（50cc超）
532,窃盗,オートバイ盗,池上,ガス橋交番,131113,東京都,大田区,下丸子２丁目,2018-11-30,17,道路上,キーなし,なし,自動二輪（50cc超）
533,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋１丁目,2018-06-02,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
534,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2018-01-16,05,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
535,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2018-05-24,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
536,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2018-07-02,00,道路上,キーなし,なし,原動機付自転車（50cc以下）
537,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,三軒茶屋２丁目,2018-11-29,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
538,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂１丁目,2018-07-31,19,道路上,キーなし,なし,自動二輪（50cc超）
539,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂２丁目,2018-03-16,21,道路上,キーなし,なし,自動二輪（50cc超）
540,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂３丁目,2018-10-16,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
541,窃盗,オートバイ盗,世田谷,三宿交番,131121,東京都,世田谷区,池尻２丁目,2018-06-06,06,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
542,窃盗,オートバイ盗,世田谷,上馬交番,131121,東京都,世田谷区,上馬４丁目,2018-04-24,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
543,窃盗,オートバイ盗,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷１丁目,2018-05-10,20,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
544,窃盗,オートバイ盗,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘２丁目,2018-04-22,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
545,窃盗,オートバイ盗,世田谷,桜丘交番,131121,東京都,世田谷区,桜丘３丁目,2018-04-06,20,その他,キーなし,なし,原動機付自転車（50cc以下）
546,窃盗,オートバイ盗,北沢,経堂駅前交番,131121,東京都,世田谷区,経堂３丁目,2018-01-08,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
547,窃盗,オートバイ盗,北沢,宮前橋交番,131121,東京都,世田谷区,代田３丁目,2018-09-23,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
548,窃盗,オートバイ盗,北沢,淡島通交番,131121,東京都,世田谷区,池尻４丁目,2018-02-20,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
549,窃盗,オートバイ盗,玉川,奥沢駅前交番,131121,東京都,世田谷区,奥沢５丁目,2018-10-01,11,道路上,キーなし,なし,原動機付自転車（50cc以下）
550,窃盗,オートバイ盗,玉川,九品仏交番,131121,東京都,世田谷区,尾山台１丁目,2018-12-22,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
551,窃盗,オートバイ盗,玉川,尾山台駅前交番,131121,東京都,世田谷区,等々力２丁目,2018-02-21,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
